latitude,longitude,rainfall_mm_24h,rainfall_mm_72h,antecedent_rain_7d,slope_deg,aspect_deg,elevation_m,soil_type,vegetation_cover_pct,road_proximity_km,fault_proximity_km,seismic_activity,prev_landslide_1km,district_risk_index,landslide_occurred
26.90391225903307,84.79268537550507,39.06,111.24,194.4,35.06,207.6,4589.3,3,73.2,0.3,1.0,1,0,0.632,0
29.990405346797285,85.05836944093095,51.28,108.56,182.82,18.66,98.8,4203.6,3,68.0,4.53,13.02,0,0,0.764,0
27.113671258620048,86.28776103384358,57.86,133.69,220.82,17.47,12.8,2665.4,3,86.0,0.47,3.52,0,0,0.763,1
27.607691839214358,86.66075865863729,41.98,144.65,159.46,64.78,255.8,4483.8,1,64.8,1.01,5.22,0,0,0.855,0
28.2770544928889,85.34220265896164,41.48,87.35,137.41,59.23,158.3,4707.7,0,64.8,1.06,11.04,0,0,0.219,1
28.65575195236098,87.48216238962192,82.79,212.52,230.24,66.8,66.3,4842.6,0,57.7,3.6,5.66,2,0,0.677,0
29.310409324805452,85.1592034143346,67.71,189.73,190.76,51.97,337.1,1487.0,3,50.4,0.39,10.01,1,0,0.621,1
28.683212074134033,81.5171710618584,40.4,106.17,148.19,13.98,321.5,3109.8,3,36.0,0.8,0.78,0,0,0.811,0
29.03382838165288,80.6565368637442,62.62,189.41,211.97,31.93,52.3,2595.6,1,78.8,0.25,4.4,1,0,0.584,1
29.264775389156426,81.20380542887906,67.97,170.52,176.67,7.19,53.0,1141.3,2,54.6,1.72,23.93,1,0,0.6,0
30.208925065238038,86.86164561669898,63.92,178.92,199.61,38.92,344.5,3520.7,1,56.6,0.38,3.55,1,0,0.94,1
29.830133756064726,87.91059344662,70.5,147.67,160.65,28.08,284.9,4879.4,3,65.1,1.16,12.34,0,0,0.573,1
28.97492520268142,84.45043200812525,39.43,91.57,181.03,28.89,348.8,3658.4,3,60.9,0.73,1.0,1,0,0.938,1
27.627839571567826,82.4045797937357,51.47,125.14,173.71,35.54,320.5,588.9,1,54.9,2.5,5.49,0,0,0.944,0
26.82345917121139,82.8430117547461,49.38,154.75,245.45,42.22,144.6,3310.2,0,70.9,0.87,18.29,1,0,0.522,0
26.88328893113441,81.91876153495025,51.18,155.78,199.37,24.86,340.8,1895.3,1,25.5,1.67,26.37,1,0,0.799,0
28.294662348375976,83.24483109545196,51.81,153.47,209.63,15.49,65.4,3803.9,3,54.2,2.53,2.16,0,0,0.896,0
28.988520701070343,86.91234805205814,69.84,215.95,226.33,37.69,214.6,3868.5,2,34.4,1.19,19.18,2,0,0.838,0
26.67742605640427,87.81349806750505,36.77,97.27,119.59,21.34,159.5,2076.6,1,89.7,0.47,4.04,0,0,0.783,1
27.55209045921918,81.2920783559873,53.49,138.04,217.86,17.1,153.4,4433.7,1,26.8,0.16,5.12,0,1,0.257,1
29.72953087960861,83.83707348774811,53.73,173.79,203.52,14.05,51.7,3399.1,0,61.7,0.9,4.07,2,0,0.604,0
28.695634363149768,80.9246116770581,51.39,130.19,130.31,31.93,266.1,1397.3,2,83.8,2.88,10.77,1,0,0.695,0
27.66757933003302,85.63030343791584,42.78,140.32,177.97,29.63,38.2,914.2,2,61.8,1.87,12.21,0,0,0.673,0
26.72966026948456,85.73306675007606,59.49,175.85,194.43,6.32,217.1,2204.9,0,87.7,1.47,2.16,0,1,0.974,1
29.710351388624222,81.23163587976728,54.17,110.82,155.4,56.95,185.8,2321.8,1,54.0,1.18,4.69,0,0,0.417,0
27.1364190119431,82.55075845107889,49.83,139.01,191.51,37.14,210.4,1531.9,0,22.5,0.25,9.7,0,1,0.419,1
28.667113243172146,80.75571096813104,53.59,125.45,189.42,21.95,252.0,539.9,1,44.8,1.23,3.92,0,1,0.76,1
26.841001498605774,87.85356012059754,41.34,110.01,156.56,11.72,319.4,3234.0,3,36.2,4.19,1.72,1,0,0.452,1
27.248276568661563,87.36454911701313,50.57,121.14,151.27,22.15,230.0,4770.5,3,47.0,1.88,8.58,1,0,0.527,1
27.15539796390061,83.34782718792913,55.16,116.71,169.4,23.33,276.5,4074.3,1,67.2,1.91,2.5,0,1,0.698,1
28.56553786696817,81.35285103588352,34.94,77.48,116.73,15.4,357.3,3390.0,0,91.4,1.33,9.59,0,0,0.661,0
26.6113780487258,82.39538115569799,56.17,169.87,230.3,14.29,341.6,3094.8,2,40.8,2.63,1.08,0,0,0.581,1
27.46605693220078,87.89532712929142,57.2,199.6,281.15,28.8,120.1,650.3,3,66.7,0.75,6.0,0,0,0.515,1
28.82261867303088,87.09694059438705,44.12,123.88,154.58,41.5,335.1,4410.2,1,90.3,2.96,2.14,1,0,0.444,0
28.50609960566401,83.30088719557777,41.59,137.71,195.61,26.72,79.0,2533.8,2,75.2,1.8,5.81,0,0,0.727,0
26.520227938778763,87.20060374029339,54.06,135.09,224.06,34.59,149.6,564.7,1,41.7,2.26,47.93,1,1,0.941,0
28.82123250647452,84.73811822705737,64.43,138.85,151.51,35.98,261.3,4906.2,1,46.1,0.1,14.19,2,0,0.813,1
26.381412822557596,82.8135113510708,39.64,81.27,84.43,9.27,45.3,1290.1,3,52.8,2.43,10.6,1,0,0.745,0
27.10392801719655,82.9408068738962,48.84,137.54,186.85,47.75,311.6,1719.7,1,70.8,0.76,6.21,1,0,0.326,1
29.4059578180863,82.15905050403964,35.13,116.76,190.91,31.31,155.2,3801.5,2,72.3,4.52,14.17,0,0,0.516,0
26.944416724576,86.53892370825352,47.35,125.3,198.55,18.99,17.2,4961.3,3,55.6,4.31,6.47,3,1,0.272,0
27.012355524522725,80.25161713371467,33.92,80.76,105.57,19.21,26.7,1565.7,3,61.5,7.2,3.61,1,1,0.404,1
29.38866801848005,87.28873566291894,46.1,138.11,203.86,21.34,240.4,1143.6,2,61.2,0.39,15.79,1,1,0.893,1
29.728012944054093,88.1133349852196,39.41,134.58,174.56,65.94,211.4,1442.3,3,51.0,8.88,12.85,0,0,0.915,1
26.57478128214484,82.91131913585548,52.47,161.42,231.87,23.43,157.5,3359.5,3,65.0,1.95,23.7,1,1,0.269,0
28.97177654397232,87.57306315219223,44.15,150.04,221.73,26.18,17.8,855.4,2,22.6,0.18,15.03,1,1,0.582,1
28.98119827397235,80.95231503197495,59.55,194.94,262.69,39.24,247.5,2707.6,2,74.3,0.8,22.83,0,0,0.326,0
27.22297021521544,83.93393953883108,51.42,146.5,183.39,11.67,254.4,3903.2,1,67.7,5.2,22.57,1,0,0.703,1
28.406796872661413,87.5989513268244,51.22,117.4,189.38,15.7,329.0,4639.0,1,59.2,5.79,8.57,0,0,0.633,0
29.194922769772,84.23521475842371,59.58,121.44,218.34,9.49,356.4,3899.7,1,33.2,1.5,16.27,1,0,0.255,1
30.308068713403415,80.9176149560326,45.24,105.02,193.45,6.49,173.1,2873.3,1,50.2,0.91,37.66,0,0,0.579,0
27.87661113010548,86.23982245222028,59.46,133.91,161.71,58.24,149.9,2989.9,3,68.3,2.91,14.99,1,0,0.465,1
26.349954689546937,86.73269632010293,48.44,164.21,193.51,13.96,197.5,592.5,3,63.9,5.9,3.35,0,0,0.365,1
27.22285516116935,88.19536985795487,55.04,112.16,128.66,31.04,216.5,3700.5,1,45.7,2.41,15.81,0,0,0.268,1
26.524303130910884,85.90814309979733,47.96,129.33,132.37,24.03,124.4,676.1,2,25.1,2.89,14.16,0,0,0.47,1
28.380447267143282,83.92020842289112,44.53,109.44,180.39,19.8,267.0,3308.6,3,41.0,0.89,0.35,2,0,0.906,0
29.734695616054534,83.15882269794567,42.35,86.67,115.2,32.07,342.4,3547.2,1,35.9,2.43,7.72,1,0,0.497,0
27.532583696909988,88.17547398664772,53.32,112.21,150.52,8.73,234.9,3589.4,0,62.7,1.49,3.32,1,0,0.34,1
26.85483888048396,80.97044273197695,60.83,159.36,240.59,12.16,305.1,4672.2,0,44.4,2.78,4.04,0,0,0.342,1
29.05181228792257,85.15151710040382,48.2,125.69,164.59,25.66,281.6,2190.6,1,65.4,4.68,2.71,0,0,0.401,0
29.18174479742016,85.58598214282581,56.16,166.3,215.29,29.65,292.8,3218.1,1,76.9,1.71,7.33,1,0,0.39,1
26.964717586503614,85.75091105739762,61.65,134.34,157.83,13.72,51.3,3769.2,3,71.2,1.19,3.05,0,0,0.54,0
29.051624147183364,86.43261125625031,51.98,108.43,150.32,19.88,241.4,3936.9,1,78.2,1.45,10.69,0,0,0.701,0
27.598418434920546,83.0169740926808,52.81,169.7,243.55,18.04,150.0,3002.0,1,64.9,5.86,13.67,1,0,0.644,0
29.428309831282917,86.86270429174621,54.69,158.24,191.89,46.82,53.6,3287.0,0,72.8,0.82,1.63,3,0,0.68,0
27.106449020245254,85.52358287202938,59.4,142.4,232.55,29.64,130.5,2547.2,1,68.1,1.08,4.71,2,0,0.237,1
28.088773579412372,84.1824611732366,49.23,168.14,196.96,34.5,359.7,3988.9,1,74.7,0.62,3.85,2,0,0.714,0
26.528583646494646,82.93090942320595,62.55,188.32,282.95,17.96,248.4,1996.4,1,74.8,1.59,2.59,1,0,0.544,0
28.094240794720314,84.94723888091002,29.15,59.67,158.09,65.37,223.2,2472.8,3,61.8,6.28,13.83,0,0,0.817,0
29.11568449851303,86.8324535464447,46.23,116.52,187.82,36.39,308.4,4270.8,2,77.3,3.81,5.19,1,1,0.557,0
26.92889776033913,85.78501325408261,31.08,74.53,152.03,18.07,99.6,715.6,2,84.2,1.28,7.77,2,0,0.536,0
29.771294616357764,82.28115497353734,62.04,147.51,188.47,56.44,273.5,2537.7,1,56.3,0.4,19.39,0,1,0.547,1
26.981389716828215,88.16527512187663,49.39,101.13,104.58,51.94,229.4,1861.6,2,39.5,0.18,1.4,2,1,0.858,0
28.222638891372736,81.56401273777169,48.06,127.18,206.21,47.67,180.5,2929.8,3,86.7,2.49,13.71,0,0,0.78,1
29.90317468734117,82.27904581603602,47.68,139.14,182.71,12.73,41.0,2639.9,1,84.4,0.36,10.89,2,0,0.789,1
28.52965104309025,87.30986114182696,65.72,156.44,218.23,16.33,227.1,3166.3,1,58.7,0.24,1.29,1,0,0.648,1
30.324625137463038,87.66545655344888,62.75,204.38,234.22,21.15,280.7,3844.1,2,64.4,1.1,4.53,0,1,0.574,0
30.432827877938607,83.20824663806938,58.9,188.89,230.54,29.94,305.8,2366.5,0,39.8,2.61,25.36,1,0,0.52,0
29.74912434158137,82.33603885584684,65.36,227.19,302.41,62.95,63.0,4702.1,2,79.2,2.72,14.95,2,0,0.837,1
28.326018119259327,87.82896692368136,58.4,179.66,255.17,32.38,90.5,2194.9,0,32.1,1.15,23.28,2,0,0.485,0
30.175114612326183,85.02633256037512,66.4,151.15,237.98,16.36,72.0,537.2,3,66.3,1.96,6.31,0,0,0.479,1
27.756535797940767,86.61308859963593,39.64,118.49,131.89,25.06,192.1,3021.8,1,32.2,3.12,1.2,3,0,0.804,0
29.47473657596224,85.43436299469043,52.35,106.97,152.88,34.48,198.4,1579.5,1,81.6,2.03,0.46,1,1,0.468,1
27.900539397161655,87.52573502927333,39.34,90.73,143.46,39.55,58.8,643.8,3,64.5,0.86,1.4,2,1,0.737,1
29.34539428732967,86.97013166090574,52.04,171.92,251.27,43.54,234.6,4522.1,3,82.5,0.51,5.8,1,0,0.222,0
28.31679516548427,81.87126380535688,35.7,108.22,132.86,30.23,149.5,4829.0,3,52.0,1.35,6.31,0,1,0.718,1
27.09155171808165,87.13386958430627,56.25,129.87,169.16,41.25,300.6,3997.4,2,65.1,2.56,3.27,2,0,0.741,1
26.471774670192666,82.97356748428697,51.86,168.88,209.16,5.3,337.5,2891.2,0,73.4,2.19,2.62,1,0,0.902,1
28.181782805842595,84.67789270783362,68.19,212.11,289.87,27.77,193.9,4895.4,1,81.7,0.31,6.98,0,0,0.616,0
30.3586257528999,86.34421858582623,39.08,85.74,155.09,28.34,126.0,3595.9,3,96.1,0.7,2.83,0,1,0.44,0
27.559285454799294,86.83634726609922,64.64,204.44,257.91,28.25,305.1,1334.7,2,62.5,0.59,12.13,0,0,0.327,1
30.3721511883129,80.55410175492864,56.09,188.07,286.78,13.19,332.0,2656.2,1,49.7,1.83,1.74,0,0,0.492,0
27.8165173743173,81.18618817301952,52.79,128.58,205.75,26.81,268.2,1792.2,3,68.6,5.67,4.93,0,1,0.527,1
27.263094483483975,85.85503876191201,63.39,193.01,240.51,3.8,88.2,3471.5,1,67.9,2.52,10.68,0,0,0.86,0
27.416309997481093,82.92997776718936,46.95,157.27,199.88,35.5,116.6,4289.9,1,83.6,0.08,20.45,1,0,0.249,1
30.063848657358946,81.74123481486494,66.54,212.25,244.96,24.48,29.8,4781.4,2,67.6,0.45,20.58,1,0,0.233,0
27.856279757471466,80.4610118599309,65.26,223.35,310.13,28.12,312.6,1541.8,1,29.0,0.41,0.83,2,0,0.414,1
26.840474775448648,80.80681976661577,39.6,129.13,199.22,8.0,170.9,4941.4,2,52.3,0.69,2.79,0,1,0.363,0
30.123286141316434,86.02468312306601,34.7,85.86,91.68,59.75,302.0,2583.0,2,81.3,0.32,1.88,1,0,0.269,1
29.8131671774676,85.24665553490924,77.03,248.65,347.2,38.34,294.0,1085.2,1,80.6,2.08,13.2,0,0,0.321,1
28.70258662521504,86.21084217470815,61.79,175.37,260.91,50.36,350.3,1563.7,0,67.2,4.8,5.92,2,0,0.473,0
28.88814809078933,87.54241076945009,53.13,175.25,243.25,19.64,244.1,782.5,2,71.3,3.85,6.29,0,0,0.942,1
26.428616738144907,84.27603011558652,49.21,120.27,214.04,77.53,19.1,3112.5,3,48.2,2.5,1.76,0,0,0.413,0
28.544988751847463,81.64263399906788,53.52,160.72,252.51,37.12,3.6,4704.5,1,69.0,0.73,16.77,1,0,0.88,0
28.41451995932609,85.6726944561235,64.27,141.82,237.71,60.5,5.1,3604.7,1,75.9,1.12,5.02,2,0,0.221,1
29.332182694385413,88.17936894236028,37.15,100.72,125.12,29.64,237.5,2685.9,1,30.9,0.15,7.07,1,1,0.542,1
27.56574588860933,83.21841556042175,70.08,240.47,295.72,37.27,136.1,1431.3,1,67.9,3.58,16.24,2,0,0.636,1
28.138195195307535,86.39114872261894,49.59,128.09,130.98,29.94,56.2,3281.2,1,78.7,1.14,24.49,0,0,0.528,1
27.67320237588092,82.95446704699526,60.24,204.21,266.94,30.0,196.8,2717.5,3,50.8,0.8,8.05,1,1,0.538,0
26.384010242744154,87.19928107308806,77.72,247.76,259.98,16.56,220.6,3913.0,1,50.0,7.1,17.68,1,0,0.911,0
30.134223147593666,87.43373362894994,32.29,90.47,147.06,33.22,66.3,2359.5,2,90.2,0.64,2.63,1,0,0.262,1
27.536374980893356,85.25911753309684,54.17,184.13,228.9,27.63,338.4,2101.4,3,75.4,2.37,12.3,1,0,0.708,1
27.639620817171316,88.05309804344604,42.41,89.38,101.53,12.82,54.1,3347.9,2,75.2,1.8,0.04,1,0,0.252,0
28.65134062008927,84.92358079303006,41.93,123.15,199.58,80.96,359.4,666.5,3,45.4,1.35,0.94,0,0,0.329,1
28.353541541010827,85.16382162083195,48.49,116.03,131.36,37.41,319.3,2555.3,1,78.3,1.94,11.57,0,0,0.856,0
26.453033395232996,80.60300094720104,46.56,152.59,177.97,33.04,5.8,1017.6,1,79.7,1.31,3.19,0,0,0.873,0
27.35002519995366,86.62482095618839,53.58,146.49,187.34,10.7,215.7,4794.4,1,73.9,1.53,23.69,1,1,0.752,1
28.948465281422404,86.68725235384828,51.86,149.71,150.56,18.23,348.6,1449.9,2,38.3,0.65,15.49,0,0,0.595,0
29.42810857310663,80.15621875387595,54.6,163.83,216.09,36.08,28.6,911.7,1,77.6,0.8,16.35,0,0,0.594,1
28.44615360683237,80.66380550629181,41.69,92.45,155.25,18.49,188.2,1599.7,1,80.4,7.12,2.01,3,0,0.372,1
30.299137253657527,84.28193949755357,60.39,187.03,193.43,13.15,74.9,2350.0,3,33.7,0.25,11.43,1,0,0.218,1
27.93564700543776,85.91225370772754,48.09,127.18,212.56,33.7,253.1,2904.3,1,28.8,0.11,5.7,0,0,0.339,0
28.22938605591498,83.23797939629533,51.43,170.19,231.21,51.45,351.5,1335.3,3,77.8,6.75,5.47,3,0,0.429,1
26.455934753934415,84.10305134619063,37.8,102.64,122.91,60.4,260.6,4378.7,0,70.4,0.33,11.77,0,0,0.929,1
26.957827001494167,87.73827544829652,50.47,129.76,216.77,23.09,218.2,4034.5,1,55.0,2.64,7.92,1,0,0.657,0
27.393087763801432,84.55843625793212,54.44,146.26,155.37,30.33,309.2,857.3,0,89.3,1.21,5.0,0,1,0.868,0
27.805955880342516,87.34207135349916,46.92,119.42,192.21,13.8,225.6,4658.1,3,52.4,0.82,4.85,2,1,0.454,1
28.50122976286241,83.94480446086953,53.62,166.35,183.06,26.85,33.3,2421.8,1,36.3,1.12,11.97,1,0,0.566,0
29.85028938775829,82.981300566332,32.86,94.13,147.88,50.68,355.3,2859.8,0,66.0,0.74,13.89,2,0,0.667,1
30.07302978516279,80.5273304448001,47.3,161.68,247.41,29.46,263.6,1307.7,2,71.9,2.5,1.09,1,0,0.677,0
27.769661155772642,84.77622224996104,67.16,181.23,261.08,19.44,157.3,4017.5,1,71.4,5.49,23.41,0,0,0.992,1
28.47960634883986,87.23413122361804,56.72,174.32,243.78,27.92,173.5,545.4,3,79.1,0.95,5.77,0,0,0.86,0
29.0046368741836,83.71255385479749,56.6,126.42,152.54,10.65,265.9,2900.4,2,92.0,0.22,10.69,0,0,0.221,0
30.00064519000881,80.25727188168597,48.0,141.18,235.82,48.95,57.5,757.2,3,30.1,1.75,15.58,0,0,0.989,0
27.624983927054995,84.53611002529965,55.48,153.22,201.55,9.95,297.8,2263.4,1,88.2,3.15,23.79,0,1,0.351,0
29.889843718599522,83.55073423025645,40.77,97.63,99.49,65.57,236.0,655.0,1,59.2,2.25,11.16,2,0,0.655,0
28.195034605003368,86.82032571299875,54.16,181.92,267.85,19.22,113.2,3300.2,1,50.5,2.32,14.98,0,1,0.968,1
29.696815848555296,88.15268968219574,66.2,230.44,323.42,47.7,57.2,4346.1,0,26.1,1.74,12.69,0,0,0.958,1
26.623233967334965,81.31172990767502,62.31,191.72,222.35,41.04,135.9,4425.3,2,31.6,0.47,8.01,0,0,0.942,1
29.417755347434266,81.54499021515862,64.08,147.97,226.72,37.48,46.3,4323.8,3,52.8,3.09,6.23,0,1,0.706,1
27.819815393238784,81.73385239270122,51.01,107.7,203.13,74.77,50.6,1378.1,0,48.6,0.5,1.64,0,1,0.455,0
26.50688328690039,87.1407175169443,63.09,183.44,198.79,22.94,291.6,2451.4,1,55.4,1.7,2.0,0,0,0.791,0
28.439407272106664,81.49499747023141,68.34,204.16,250.38,62.14,52.8,3877.4,2,41.5,0.31,1.77,0,0,0.409,0
28.941049667422796,85.58889837729956,63.36,210.65,265.58,75.37,188.0,3687.4,1,63.4,2.8,5.75,1,0,0.593,1
29.763726029679706,84.82146640733575,32.01,97.33,194.06,12.21,161.3,4554.3,2,80.1,1.94,16.65,0,1,0.722,0
26.995959410020124,84.9991347934113,66.45,137.59,236.98,61.54,328.8,1280.8,3,70.7,4.76,24.33,1,0,0.268,0
28.388657192016836,83.48047599210942,48.89,126.59,209.89,22.06,55.4,796.8,2,83.7,0.63,3.13,1,0,0.838,0
30.444391994839048,84.92861503002527,58.17,146.0,152.97,33.6,17.9,4399.2,2,68.0,2.37,0.6,2,0,0.877,0
28.907229386666526,80.95769539163182,47.28,149.16,222.93,3.41,294.5,4828.8,2,18.9,0.83,2.21,2,1,0.94,1
27.273641074601358,87.89954040714468,68.89,180.29,182.46,31.88,42.5,856.8,2,91.1,5.52,11.98,2,0,0.596,1
27.505095351234125,83.30637440273163,61.62,185.98,196.99,15.82,206.5,618.9,2,53.6,0.18,18.06,0,0,0.457,0
30.249568881960535,84.19590618556909,48.67,116.79,182.38,22.6,149.9,1319.5,2,59.3,3.66,3.04,0,0,0.987,0
28.602252538286056,81.4826973295062,33.8,80.61,165.69,15.24,216.1,1282.2,1,22.2,0.63,4.56,1,1,0.531,0
28.536554936683043,86.97491024173767,56.8,180.4,184.0,23.65,312.8,3895.7,3,49.2,0.67,1.49,2,0,0.579,0
29.588197792504857,86.42010165415326,52.75,155.25,225.89,53.06,51.9,585.7,1,27.2,1.35,1.37,0,0,0.553,1
27.504468665453174,83.45644540968016,49.94,135.71,221.9,14.47,43.9,3263.5,0,42.6,6.4,6.58,3,0,0.691,1
29.269736342221375,87.38074210063871,57.58,201.5,275.83,11.17,358.7,2301.7,2,85.9,0.83,4.93,0,0,0.659,1
26.996545686259196,86.86270612277309,54.57,116.62,209.06,23.64,28.7,1965.7,0,64.6,0.38,18.03,0,0,0.524,1
28.669874591960532,87.48070952059578,54.03,155.9,163.59,22.16,223.7,780.2,1,50.3,2.26,2.14,0,0,0.467,1
26.4490127214261,83.86734005452428,60.08,188.01,205.69,8.42,266.3,2800.6,3,24.0,2.64,2.17,2,0,0.669,0
28.738426000322765,86.33542308682945,53.16,119.97,192.28,9.5,172.6,3627.9,3,87.1,0.03,3.25,1,0,0.484,1
26.77147273587863,87.02584631661796,38.93,101.83,194.01,52.51,235.5,1332.6,0,25.5,9.45,19.02,0,0,0.744,0
27.717955896003186,87.63456825342222,72.77,200.8,269.41,6.82,42.8,4074.2,2,61.0,1.13,38.87,0,0,0.88,0
27.1088057780714,85.37587653789492,34.07,92.03,174.8,26.12,59.7,831.1,0,31.0,1.4,40.42,2,0,0.443,1
29.709954563137096,80.20530239924508,48.21,120.42,205.93,36.19,260.8,2734.4,1,82.1,1.27,2.77,0,0,0.522,0
28.432333116196258,83.07956855927114,46.16,110.61,201.99,32.17,343.9,565.4,1,66.9,0.88,79.89,0,1,0.71,0
30.038030070934635,80.21820694538098,34.29,107.17,154.42,44.2,179.2,2735.1,2,32.2,1.55,6.33,1,0,0.968,1
29.39306702182619,86.94604912859164,62.24,165.93,169.41,47.57,112.4,591.0,3,57.6,0.17,9.28,1,0,0.448,0
28.650633303578765,83.37251482349677,63.74,148.51,212.12,22.64,349.1,1077.1,2,53.0,1.22,17.1,0,0,0.443,0
30.083761323609718,81.04209739243305,60.02,148.79,209.86,29.78,283.0,4387.6,1,82.6,8.49,5.86,0,0,0.888,0
27.701155671798908,87.54523572024016,53.25,175.52,183.14,38.77,232.5,4394.1,1,49.4,0.1,25.89,0,0,0.535,1
28.04471687397744,87.24825266458437,79.32,219.82,304.04,20.67,188.1,3655.3,0,86.2,0.35,9.79,0,0,0.707,1
29.161700311368715,84.46366413169346,70.22,173.16,198.71,47.68,177.6,2656.0,2,33.0,8.29,15.15,2,0,0.784,1
30.36898770061189,84.4955968047998,54.69,126.03,196.96,35.84,258.0,1300.1,3,99.7,1.33,3.49,2,0,0.643,1
27.803821243305276,81.9976787439926,44.03,143.14,203.38,6.19,241.7,2438.6,1,33.2,1.78,14.9,1,0,0.795,0
29.79747265777552,88.07876696067044,62.48,205.52,270.25,42.06,129.4,1285.0,3,84.3,0.87,31.77,1,1,0.64,0
27.347407319387003,82.75194065877655,54.66,142.89,155.95,19.66,334.0,2728.1,2,73.0,0.99,12.69,0,0,0.456,1
27.13067355504036,83.1298384528251,42.45,93.23,179.51,69.7,136.2,3087.5,3,55.6,0.49,2.97,0,1,0.315,1
26.59130149266317,84.2700665640456,53.55,149.41,154.34,46.18,228.4,960.4,2,80.4,0.76,4.37,0,0,0.272,1
26.395076638738278,83.70437349178128,42.18,130.82,220.5,22.97,240.1,1401.0,3,31.1,0.21,11.19,1,0,0.636,0
28.861326843355435,84.67389101112622,59.72,175.98,209.63,30.45,230.9,1872.9,2,37.9,1.15,29.36,0,0,0.848,0
29.787579585967922,80.55221850867206,56.11,113.39,158.64,19.66,206.4,4956.4,2,85.8,0.19,1.14,0,0,0.397,0
29.49108230340584,82.27167831295975,30.51,97.9,187.66,12.69,331.9,4858.8,1,85.1,3.7,2.57,3,0,0.28,1
28.49101253661035,87.4777756861824,40.75,100.89,111.6,21.87,301.2,746.2,2,84.9,0.37,13.68,0,0,0.957,1
27.933913963063862,86.18032486807445,54.53,167.22,175.25,19.36,318.4,3342.6,1,21.3,0.09,6.16,1,1,0.895,0
27.747402145284536,83.42246664219796,55.5,193.06,231.46,14.35,303.8,4782.8,0,90.0,0.41,4.03,0,0,0.376,0
27.524752242935115,84.714846881551,53.56,175.18,244.67,29.37,294.2,2644.8,2,46.2,0.57,24.69,0,0,0.829,1
28.438038215307515,87.24726103704589,64.39,207.09,277.88,24.38,128.7,2365.4,1,50.7,1.04,16.83,1,0,0.985,1
27.079620338377147,87.85659380883276,47.81,123.74,163.64,18.58,93.9,4375.1,0,71.6,0.65,6.77,0,0,0.663,0
29.60100234774965,85.60825572998095,68.64,221.51,226.38,26.11,286.7,894.7,2,30.2,4.28,13.42,2,1,0.424,0
29.264186134035004,84.46230554308755,49.03,113.03,212.28,30.39,269.5,1834.5,3,89.7,4.82,5.02,1,1,0.695,1
27.704195137803136,85.18949357294022,45.56,148.25,201.91,29.43,217.6,4207.7,3,87.9,2.96,2.78,0,0,0.713,0
30.381255620296976,83.70430023538596,48.09,96.86,167.85,23.72,292.6,4353.6,2,85.5,1.44,3.65,1,1,0.491,0
26.607740472367652,84.0035905796813,47.23,101.99,109.89,28.7,348.6,3695.4,1,50.8,0.01,12.4,1,1,0.382,1
27.33765666747079,81.9741985243289,39.19,96.15,112.41,11.14,234.4,975.0,3,76.3,0.91,0.11,2,0,0.456,0
28.359186516059577,82.92377777554759,58.54,194.77,209.65,128.97,211.6,2301.7,1,57.0,1.49,23.9,1,0,0.466,1
29.705750471094454,81.94575098206334,48.83,134.4,168.09,37.63,195.5,975.2,3,25.2,1.35,8.39,1,1,0.343,1
29.74485901197809,86.57433849945048,57.75,157.97,164.79,31.37,250.4,4531.5,1,33.2,2.19,17.88,1,0,0.736,1
27.885701402402244,81.69917404409746,46.17,138.92,205.8,25.6,233.2,4094.2,1,30.4,4.24,19.32,2,0,0.518,1
29.705618939217153,81.11432717127822,51.9,181.04,209.38,45.5,226.9,1861.3,0,58.8,3.15,0.25,0,0,0.378,1
28.689370249831303,84.69668646407682,49.06,110.12,172.03,9.13,357.2,4512.8,3,89.8,0.74,11.51,0,0,0.97,1
28.17889046673652,81.73390467024431,56.63,121.26,133.45,16.72,81.6,3544.7,1,41.7,0.62,8.7,0,0,0.839,0
29.93127954678328,86.07701332878605,50.12,126.76,145.37,25.5,321.3,3156.3,0,88.5,0.39,3.63,0,0,0.538,0
27.754242599576063,87.63993009564662,60.69,127.42,220.1,41.51,51.6,3113.1,3,41.6,3.32,3.13,1,1,0.551,1
30.0002561446132,84.22787710116243,56.87,125.34,139.32,32.8,119.0,1096.4,2,63.8,0.1,6.34,1,0,0.748,0
26.582921466806738,86.12498025129584,54.87,152.38,232.45,23.2,95.2,2861.5,1,46.4,5.13,1.51,2,0,0.777,0
29.483840209992884,87.67665426664652,61.41,157.98,194.23,47.2,333.7,3144.0,0,45.7,1.6,7.04,1,0,0.312,0
29.952700542049953,85.79539976443765,66.45,220.52,240.45,19.73,247.0,1999.9,1,85.4,2.83,1.07,0,0,0.847,0
28.98050257063009,82.04088820910785,64.36,165.7,190.23,36.8,113.4,4516.5,1,27.7,0.66,29.68,3,0,0.878,1
29.40167477983937,86.28925207985533,40.32,110.54,200.55,15.66,52.3,2385.3,0,24.6,0.47,41.33,0,0,0.431,0
30.443728595491315,82.11388784362762,39.1,95.45,101.02,16.37,128.8,1543.0,1,68.3,0.06,6.45,1,0,0.264,0
28.289585304511668,88.13415529136586,61.86,156.48,176.58,5.8,132.2,4183.6,3,61.5,0.22,6.04,2,0,0.47,0
28.431165873038626,82.74368001018621,41.7,127.37,180.43,5.34,161.3,876.7,2,16.6,0.14,12.77,0,0,0.321,0
27.347682511414106,81.25703541246875,44.12,149.45,233.87,4.81,49.6,1690.5,1,64.5,0.3,0.2,1,1,0.71,0
