latitude,longitude,hour_of_day,day_of_week,month,road_type,road_condition,visibility_m,traffic_volume,speed_limit_kmh,road_width_m,intersection_type,street_lighting,weather_condition,slope_pct,prev_accidents_1km,dist_to_hospital_km,accident_occurred
29.319973943517162,82.67869242027645,4,0,6,1,2,9632,25,50,6.9,3,3,2,6.08,2,9.9,0
27.306945163090315,81.93413089511412,17,4,6,3,1,5358,112,50,5.8,2,1,1,3.88,2,21.05,0
28.82933493654535,84.30283478694376,20,4,3,2,3,2559,144,40,7.4,2,0,0,11.57,1,12.03,1
27.14144054673293,81.0959602533991,17,3,8,1,2,2313,87,60,7.9,0,2,2,13.35,1,32.96,1
29.244020204808532,87.55742656355498,14,2,12,2,1,8401,224,60,6.1,2,0,0,18.28,2,4.36,0
30.155478245634075,85.77210959610784,21,2,2,3,2,9701,151,50,3.8,1,1,0,23.72,0,4.05,0
29.9190893271325,87.13193151040733,2,1,5,1,1,9834,310,60,4.7,2,3,0,9.71,1,17.15,1
27.77108991280279,86.91030972201698,16,1,1,3,2,1059,18,50,5.1,0,0,1,23.26,1,25.51,0
29.979965275293466,84.64285693460761,11,3,2,1,0,4851,171,50,8.0,1,2,0,0.9,1,50.4,0
29.754416264641392,86.51330822351022,13,3,4,1,2,5304,32,30,7.4,0,3,1,2.95,4,19.21,1
29.51514383410008,82.50391307548355,11,6,3,2,1,4287,704,40,9.8,2,1,0,2.02,4,18.71,1
26.533704774567152,80.32551401473972,4,5,11,2,3,3939,114,50,6.6,2,1,0,7.44,1,3.09,1
28.219727219363428,80.47922076072672,11,5,4,2,1,5236,128,50,4.9,2,3,0,4.14,2,31.12,1
29.80400852762416,82.40023995756982,8,5,2,2,1,559,57,60,9.8,1,0,3,5.34,3,2.36,0
27.798946793555867,86.1106889396712,21,6,6,2,2,3412,256,50,5.7,0,2,3,6.82,1,1.88,0
28.898031467625216,86.78905910359626,22,2,7,3,1,1347,17,60,8.4,2,2,3,3.46,2,41.91,0
27.728456046943833,80.06925723306794,20,3,4,0,2,8249,272,30,8.4,0,2,0,5.44,2,2.06,0
27.212345607613297,87.25916440910024,9,5,10,2,3,3643,27,30,3.8,2,2,2,3.23,3,5.52,1
27.575738518821787,84.56541027439194,19,3,12,1,1,409,91,30,9.9,0,2,0,0.69,1,6.9,0
28.576631028000925,87.17044972756844,21,0,3,3,3,9522,116,50,7.4,0,1,0,10.21,1,8.83,0
29.92581396033925,82.47445287563654,6,0,8,2,2,5016,478,80,4.7,1,0,3,2.59,2,4.7,0
28.407992964383396,83.89678541530542,8,5,3,1,0,924,399,30,6.0,2,3,2,4.65,0,11.8,0
27.27181011719665,85.67899353394716,9,2,1,2,1,1110,157,40,8.6,0,0,0,6.65,1,10.03,0
29.31895815298399,81.55869960945306,5,5,2,1,2,6204,167,30,4.4,1,0,0,1.91,3,15.69,0
26.55461547996778,87.29296342785577,19,2,1,1,0,6147,34,80,8.8,2,3,0,12.88,1,5.46,0
28.91431015110212,80.32317015666048,6,6,6,3,1,4404,141,50,8.4,1,2,0,1.04,1,40.4,0
27.06633389229046,85.11486736512325,8,3,12,1,2,4213,478,50,8.9,1,3,0,1.63,3,19.21,1
26.38391704537859,85.94779133168437,0,6,5,1,3,1507,61,60,6.1,0,2,0,0.61,3,3.91,0
28.762849392801336,81.38751534787643,13,1,2,0,2,7068,82,50,5.2,0,0,3,0.74,1,21.59,0
27.88803215115508,88.04993233118971,16,1,1,1,3,6789,221,50,6.3,0,2,0,3.43,0,7.91,0
26.918907343533647,83.38787378944059,10,2,12,0,0,8020,71,60,3.7,0,1,0,2.04,0,0.03,0
28.194980138862714,85.90247110818424,17,5,12,1,3,3639,170,40,9.9,0,3,0,2.49,0,1.35,0
29.312596053222464,83.64641618843815,17,4,1,1,2,5242,130,50,4.8,1,2,0,1.85,3,35.42,0
26.55386105728016,81.04600183221666,14,0,2,2,3,3802,259,60,8.8,0,0,0,11.99,2,5.64,1
27.923192971302655,86.13616932007277,7,3,6,1,0,5599,37,40,9.9,1,2,3,3.17,3,0.89,1
29.326963619022948,83.52560630474271,18,3,11,3,3,8867,269,40,8.0,0,2,0,5.41,3,0.63,1
26.994525780553733,82.77957660887165,4,2,3,2,0,1955,127,50,4.3,1,1,0,14.54,2,6.59,1
29.280285727488476,82.60843744125755,1,3,10,0,2,75,94,50,8.4,0,0,2,7.56,1,15.76,1
27.63594289459544,80.65792305875505,10,4,12,2,1,4984,163,80,6.1,0,2,2,6.83,2,8.25,0
26.98812938185838,85.61488967306266,19,2,4,2,1,9499,94,40,7.2,0,1,0,9.34,1,21.16,0
28.23343293870204,82.57089457653073,12,0,3,1,0,7823,652,40,9.6,0,1,2,1.33,0,13.8,0
30.346522929109987,87.44333667700045,6,0,7,3,0,3185,215,50,6.1,2,2,0,19.65,0,1.1,1
29.47170725469755,83.72244650107066,20,5,4,0,3,5266,82,60,4.4,1,1,0,6.58,3,13.78,0
26.820850182240967,86.85885786795416,10,3,6,0,2,2650,149,50,9.1,0,3,0,4.05,0,31.71,0
28.62688436239996,85.78171224816201,3,1,9,2,2,7455,348,80,9.0,0,1,0,4.13,0,5.3,0
30.25067265897897,84.21143730844703,5,2,9,2,1,315,114,60,6.9,1,3,0,0.89,0,1.42,0
26.80289799805987,87.67193039625116,14,1,8,0,2,6576,235,60,4.6,0,0,0,1.59,3,8.51,0
30.12145069013981,80.21727682673412,0,6,9,1,2,1683,615,100,6.8,1,0,3,11.34,1,2.29,1
26.93672360152776,87.50006458114886,19,0,8,1,0,1089,387,40,4.9,0,2,0,2.49,2,20.71,0
30.253266079613024,81.53542359820543,15,0,12,1,3,7141,576,50,3.5,1,3,2,0.05,6,21.57,0
29.75893169926306,84.65021475239851,1,6,12,3,2,4184,993,40,8.2,1,0,0,0.88,2,22.84,1
28.938793213231826,84.47486971825565,6,5,6,2,2,3969,186,60,7.5,0,0,0,3.48,1,32.82,0
27.83695491057494,87.98113431417383,5,6,12,1,3,5634,203,40,6.0,2,1,2,0.25,1,6.99,1
27.946535984592366,81.34767821697469,11,3,4,2,2,9666,305,30,8.0,0,1,2,4.42,0,7.72,1
27.671095267064466,83.07746701091796,18,4,3,1,2,1383,227,30,4.0,2,3,0,1.66,2,5.91,1
26.968335531943275,83.98600714640774,2,0,12,3,1,7051,381,30,4.9,0,0,2,16.8,1,36.87,0
30.39719178919941,83.04001592767519,5,2,2,3,2,261,260,60,8.3,2,2,0,0.12,1,4.9,0
28.608134140339956,82.53446303197497,5,3,1,1,2,6848,143,50,6.2,2,0,1,3.81,0,7.04,1
27.080698735218366,85.76652744177622,10,2,1,1,1,3650,508,50,8.7,1,0,3,11.09,3,13.81,0
26.878960272523667,81.73950173256216,0,0,3,1,1,9878,85,30,9.3,1,3,1,6.27,1,20.56,0
28.3854693302278,85.65618970249882,21,6,11,2,1,9167,73,30,8.1,1,1,0,7.88,1,17.52,1
29.68282389538783,83.67700619038104,20,0,3,2,1,7195,395,50,5.1,1,3,1,18.01,0,1.89,1
30.035218272754367,88.04446275094351,18,2,10,2,2,1810,5000,50,5.8,0,3,0,4.58,1,19.94,1
26.954558855457016,87.7691214076129,5,4,2,2,1,4093,67,30,5.5,1,1,2,1.59,1,20.45,0
28.43922542007648,82.8666655815864,3,5,9,1,2,8287,149,50,6.3,1,0,2,8.73,0,17.17,1
30.08790177503532,87.6629984959243,22,4,9,3,1,7770,56,40,6.8,2,0,0,5.2,0,9.14,0
29.99303623851099,85.66774184214374,1,1,1,2,2,2641,513,80,9.0,2,3,2,12.13,1,20.59,1
27.873846918406,81.66445603830552,10,0,4,2,2,7340,86,60,6.4,2,3,2,0.72,2,31.78,1
29.20030206981877,87.28590290806324,13,6,10,1,0,943,221,30,3.7,0,0,2,1.11,1,11.71,0
30.06889088582728,80.53688633023525,9,1,3,2,3,3009,250,60,4.3,0,3,2,5.28,1,18.86,1
28.3663298483084,85.7977325894513,21,6,3,0,2,8042,71,100,7.6,0,2,0,3.96,1,3.29,0
28.04738581329611,80.89709665043546,1,2,4,1,3,2234,187,40,3.8,3,0,1,2.81,1,37.95,1
26.885527237882208,85.4004169103389,11,6,1,0,1,7310,183,50,3.6,0,0,3,5.82,2,14.57,0
30.304881449776715,83.24017244720075,21,3,1,0,0,6724,253,50,9.2,2,3,0,4.64,0,17.24,0
28.050825125380904,81.55206946268497,5,1,7,2,0,5761,86,60,5.8,1,0,3,11.75,2,29.92,1
27.881542930082684,83.60942986259592,10,6,4,0,0,6388,326,30,7.2,0,2,0,6.6,2,15.43,0
28.387437431567392,84.88040342917378,18,3,5,0,3,9631,101,50,5.4,2,2,2,3.9,0,15.52,1
29.79860245291548,82.40779249996989,7,4,8,2,1,4301,459,30,6.6,2,2,3,14.91,1,28.69,0
26.59734595034781,85.52797165775394,17,4,6,3,2,6025,232,40,7.4,0,1,3,7.47,2,8.56,1
26.893514218466954,81.5366671909797,10,1,10,1,3,7729,100,40,5.6,0,2,0,1.7,1,16.39,1
29.574642841996173,82.93464182756841,15,3,12,1,2,5954,49,50,3.8,2,2,3,0.85,1,1.48,1
28.267136133747808,84.66613563266884,20,0,12,1,1,1171,535,60,7.4,0,3,1,9.34,1,4.59,0
29.667587310440116,83.92200645911598,23,2,5,0,2,8792,103,50,9.4,0,3,0,3.01,2,6.79,0
26.566248438571158,82.87364697151561,19,0,6,2,2,1025,212,40,7.9,0,0,1,0.85,2,26.65,0
27.501248720841534,85.37050146666621,19,5,9,3,2,5564,353,50,6.1,1,3,0,0.98,1,41.06,1
30.19784134227781,86.2737350442753,18,4,10,1,0,8163,292,30,8.8,1,1,0,1.81,3,2.08,1
26.383605027992097,80.9533503980635,18,4,1,2,0,1317,74,50,6.5,0,2,0,1.12,2,1.1,0
30.250152000305,84.70004294804544,3,1,12,3,2,6245,174,30,4.0,1,3,0,4.29,0,18.69,1
28.617988110055997,82.07085032876775,22,3,2,0,2,9451,318,80,8.7,2,3,0,2.69,1,6.26,0
26.894962593254128,86.82648715773242,15,4,3,0,2,5953,1516,100,4.5,1,3,2,14.93,0,10.99,1
30.36778915629879,86.96642013256162,2,2,2,0,3,3626,96,60,4.1,0,1,3,2.78,2,1.61,0
27.947741960050493,83.56675744740821,18,2,10,0,1,6340,23,60,5.0,2,3,0,9.29,0,16.09,0
26.810545800125098,82.655722569124,10,4,9,3,0,1583,141,60,8.8,0,3,2,6.4,1,44.46,0
29.941671579965877,85.02085736094509,5,2,1,0,0,2702,1497,40,4.6,0,3,0,7.64,3,31.05,1
26.67510919466394,82.45737005121357,19,6,3,0,0,6199,36,40,7.5,1,2,2,0.82,0,30.9,0
27.083363669126538,85.81534937412238,16,0,9,0,2,404,36,80,6.3,2,2,2,5.59,2,10.33,0
29.34097756980603,85.50482208798184,14,6,1,0,0,8350,165,80,8.7,0,2,3,3.62,3,8.1,0
28.794702613140192,81.50630348699445,11,5,3,0,1,8404,397,50,5.0,2,2,0,0.58,0,9.26,0
27.67554058711815,85.87306521906896,14,2,3,0,1,9838,146,30,7.3,2,2,0,9.53,2,9.79,1
29.548023224475337,81.93944525581705,9,4,12,1,2,8831,93,80,5.5,0,0,3,11.37,0,6.45,1
28.135135344711234,82.40311439362439,3,2,10,1,3,2431,160,30,6.3,1,0,2,1.27,3,8.55,1
26.34896697168899,86.19832681755116,19,3,11,0,2,3375,246,50,7.4,2,0,3,3.62,3,28.99,1
29.85801539681468,87.89722949113133,19,6,9,3,1,3063,145,30,6.5,2,3,0,4.57,3,2.27,0
29.452133107691544,85.84795732345134,20,1,11,0,0,2986,2356,40,7.7,0,0,0,3.45,2,0.98,1
28.52922130787119,82.86670089671885,17,2,11,2,3,561,33,50,9.4,0,3,0,5.04,1,1.83,0
30.2612665851958,82.14561098140399,21,0,3,2,0,7082,28,80,4.5,2,2,2,19.74,1,35.11,1
30.13597677480254,87.47537603250558,2,6,4,2,2,4046,365,60,9.7,0,2,1,8.76,3,61.66,0
27.333861552103308,82.4255646697699,11,4,12,1,1,829,36,50,6.0,1,1,0,2.06,1,23.15,0
28.675923665924184,85.5072868826459,15,1,10,0,1,3669,172,80,6.9,0,2,0,1.04,5,2.73,1
27.801784333957666,80.98630251925113,8,3,12,3,3,2884,160,30,7.3,0,3,1,0.83,2,54.57,0
29.277955831418613,87.63748335994875,18,1,1,2,3,2339,84,50,7.9,2,2,0,9.44,1,3.1,1
30.376774333820258,81.93089415549323,14,6,2,3,2,1437,297,30,8.3,0,0,2,1.75,0,5.09,1
28.05143211910075,82.53130575949959,6,5,3,2,2,6742,81,40,9.2,0,1,0,7.41,2,7.16,1
30.16241846062756,85.62663461728798,22,6,11,3,3,8804,104,60,5.0,1,0,0,14.8,2,22.73,1
29.926712326967813,84.9100056319138,4,1,10,0,2,8569,35,100,5.1,1,1,2,0.84,0,9.69,1
30.076161492912053,84.46876950325799,10,3,6,3,1,8993,46,60,5.2,0,2,3,8.15,1,21.99,0
30.319643172387597,83.52931963071677,22,5,3,0,1,1460,290,50,9.4,3,1,0,11.14,2,35.12,0
26.4992768836209,81.18848584803114,16,6,6,0,0,4358,178,60,9.7,0,2,0,14.67,1,10.47,0
29.92439636583906,82.7270031008904,20,5,8,2,3,6054,139,40,5.4,2,3,3,5.03,2,57.47,0
28.839004527379966,86.26013218078099,14,2,10,2,2,1852,339,60,9.6,0,1,0,3.09,4,45.91,0
28.304834461919313,85.45933238211339,1,2,10,3,2,1812,141,50,8.3,0,1,0,10.63,0,20.98,1
29.619901021088346,83.93876070668239,2,0,3,1,2,5173,208,100,6.8,0,0,0,1.8,1,3.43,0
28.369646982640212,86.1767918804632,18,6,5,2,2,8960,149,40,4.0,0,3,0,2.35,2,9.34,0
28.082541701981384,87.7425337071547,0,2,7,3,0,8135,86,80,7.9,3,1,1,3.68,0,16.48,0
27.556433030097047,86.16839026625395,7,1,7,1,1,1891,171,50,7.3,1,3,0,6.36,1,22.74,1
30.15689242592385,87.70871928074708,16,6,7,2,2,1681,214,40,7.0,1,2,0,2.53,0,2.01,0
28.217985599787227,80.5230642792531,3,3,12,2,1,902,580,60,5.4,2,2,0,3.65,1,26.4,1
28.031733220049688,81.07242292350593,7,0,2,0,1,2600,128,80,5.6,2,1,0,4.21,0,9.25,1
27.66438302858656,83.19039760752935,14,2,4,3,2,1115,345,40,3.6,2,1,0,7.43,1,7.28,0
27.13963549435879,87.95801196061458,22,1,11,1,3,980,57,50,3.9,2,3,0,2.94,2,0.09,1
29.88303283507833,82.2971987334932,15,1,2,2,1,1955,775,50,5.5,0,3,0,4.12,1,29.89,0
29.864373984320242,81.6948238080527,15,4,12,2,2,3657,149,50,9.1,2,0,0,4.87,1,10.19,1
27.228889821992688,81.73768169140546,12,1,9,2,0,3945,227,50,4.6,2,0,0,2.79,1,19.1,1
27.06327197345279,84.75581644039154,11,1,5,1,0,4366,66,60,4.8,3,0,2,1.0,3,4.56,0
28.862618259612088,80.29421041620654,11,5,2,1,1,3592,279,100,8.8,1,1,0,5.57,4,18.77,0
29.08787704775034,80.37769895685781,1,5,7,1,1,7881,166,40,7.1,3,3,0,3.22,1,8.85,1
28.54882755418816,85.85557256768398,19,0,7,1,1,4768,68,50,8.9,3,0,0,1.85,0,5.78,1
29.66104374326689,85.97440319492587,15,5,1,3,0,4164,236,50,9.7,2,2,0,2.97,1,0.07,0
27.06166683883459,81.60068356786476,18,6,6,1,1,3907,555,40,6.9,3,0,0,2.47,0,14.22,0
27.79880270921274,83.30413911429227,0,0,7,2,1,6999,274,40,5.5,1,3,0,0.46,2,1.35,0
29.540885110181772,81.47853561146638,8,0,5,2,1,7638,34,40,8.9,2,0,0,0.82,3,10.0,1
27.906863904223016,84.46148971659488,4,0,2,2,3,9181,530,40,4.2,0,2,0,2.43,4,2.73,0
30.40467691835939,82.95434305401066,21,4,8,1,1,7328,1701,50,5.4,2,0,0,4.15,4,2.65,1
28.351660165674634,83.23848380104495,7,4,3,3,3,8922,83,40,3.7,1,1,0,0.1,1,3.92,0
28.226458348854692,86.52388924285185,22,3,8,2,2,3439,208,60,5.0,1,0,0,2.15,3,3.01,1
29.526392463882225,83.8765472665899,15,0,6,2,3,6469,258,50,5.8,2,0,0,9.3,1,2.23,0
30.065460154038504,85.91957306775603,13,2,6,2,3,759,936,30,6.2,0,1,3,3.41,0,7.51,1
26.8312991724486,85.1499278358137,2,5,10,1,0,6143,95,40,8.2,1,2,0,2.31,0,2.04,0
29.614000489131328,87.17975312369445,6,2,2,2,3,7298,1337,60,7.2,0,0,2,2.11,1,43.29,1
28.704126932459065,84.85225052403352,22,6,6,2,2,3847,80,40,8.7,2,0,0,13.44,3,0.46,1
28.316262336338205,85.80972454671814,10,6,3,2,1,5360,327,50,9.8,0,2,2,11.75,5,4.95,0
26.510992650087115,81.67438112986605,12,0,11,2,3,5500,130,40,7.7,0,1,0,25.45,3,5.34,0
27.62815628669374,80.37005932196456,6,5,12,3,1,6500,382,60,8.8,3,3,2,8.34,0,27.05,0
27.913498102015033,86.2211258693768,16,0,3,1,1,3731,32,30,8.6,0,2,2,6.43,0,40.95,0
30.334084304343925,88.0850453259938,10,5,5,1,2,2258,536,60,7.8,1,2,0,1.71,1,2.63,1
29.353745123327208,86.58105257104418,15,6,1,0,2,3487,55,40,7.8,0,2,1,1.82,2,1.51,0
27.643615044272828,86.75421858326239,15,2,10,2,1,9060,276,60,6.4,2,1,3,2.79,3,9.87,1
29.620163046379066,80.9505920337893,22,4,1,0,1,2571,122,50,6.9,0,2,0,2.99,0,64.16,0
29.897615438153256,86.04263604576212,5,6,9,1,0,8946,1679,60,9.0,2,2,0,3.66,1,8.77,0
29.445427644583013,86.07957932188341,2,2,11,3,1,7671,39,60,5.9,1,0,0,0.56,3,5.1,1
30.07429588611872,87.73312194769203,3,4,10,3,2,7345,333,40,4.6,3,3,0,11.93,1,40.86,0
27.45035396580765,82.12908138214422,10,5,2,0,1,7877,1567,60,7.9,0,2,0,5.49,4,18.76,1
30.12701828661629,86.68065476615557,11,2,6,1,1,3314,73,40,5.0,2,1,0,1.68,2,11.74,0
30.33244131453401,81.76833525909959,12,4,7,2,0,4406,72,100,7.9,0,2,0,10.45,3,2.39,1
28.40922802285223,86.89499452675815,10,1,8,3,0,976,143,80,3.7,1,0,3,12.28,2,0.63,1
27.59344051397692,85.07755512742038,9,0,1,0,2,493,154,40,5.5,0,3,0,2.43,0,22.9,0
29.62764185692698,81.54364944301223,10,5,10,0,0,2838,289,60,6.0,2,2,3,0.7,5,12.2,0
27.473834322985507,86.35478397793835,10,2,5,1,0,609,93,50,7.2,0,0,0,4.85,2,0.05,0
30.028789280956094,80.62930498049194,19,5,10,3,0,7597,15,30,4.8,0,1,1,4.52,1,10.59,0
28.230884086762494,84.55664705492461,3,3,1,3,1,2011,573,60,4.0,2,3,0,5.49,1,6.24,1
29.253341532651923,84.4730102631793,19,4,9,1,2,6238,261,80,4.4,0,2,0,0.38,3,0.62,0
27.678194857476587,87.83152591371527,4,2,2,3,2,9259,93,40,6.6,0,2,1,1.61,2,3.39,1
28.265942722221226,81.85137969038492,4,1,6,0,2,7364,406,50,6.5,0,3,0,5.17,0,16.01,1
28.524688935600054,85.61534718592424,17,0,7,0,2,1295,44,80,5.1,0,3,3,0.17,3,11.18,0
28.115072972384954,81.34133889872089,2,0,11,3,1,2141,248,40,8.2,1,0,2,7.65,2,3.8,1
28.249873132005266,80.83985422905178,23,3,11,1,1,3712,177,80,9.3,0,1,0,5.97,2,14.1,0
29.542416629677188,82.11422965342851,20,4,9,3,2,6450,341,40,5.7,3,1,1,7.98,0,1.1,0
29.658508377081805,83.12757627706985,18,3,6,1,1,8437,31,80,6.8,0,2,2,5.82,1,14.03,1
27.13227351832518,80.82832122718244,19,2,10,1,1,3545,84,50,6.4,0,2,3,12.02,1,12.22,0
27.22030185684161,83.36568894818913,1,3,7,0,3,7641,231,60,4.6,2,2,0,5.38,2,5.44,0
27.847514416950514,85.54663241801664,16,5,9,0,2,3301,40,50,7.0,1,0,1,6.29,1,7.76,1
30.167908853714533,82.54594385395215,17,3,10,1,1,9855,384,80,8.6,2,1,0,0.89,0,22.57,0
29.804163262703973,82.08949260278018,18,4,2,1,3,7772,234,60,6.6,1,3,0,6.51,3,60.26,1
28.430404304207848,84.44206151159142,18,1,2,2,2,8869,455,60,4.9,2,2,3,8.25,0,34.55,1
29.12774900757901,86.12155614284427,12,4,3,3,2,1377,71,60,6.5,1,1,2,4.78,2,2.3,0
29.507430230221424,87.66008324923426,5,0,7,2,2,7600,314,80,4.4,0,3,2,7.77,2,6.59,0
30.250701669679266,87.99230251268773,23,6,5,1,2,8293,805,30,9.1,1,3,0,5.1,3,15.58,0
28.84651756220721,81.54542498343443,22,3,8,3,3,9230,140,40,7.1,0,2,0,15.23,1,25.73,0
29.810720435970328,80.59666443110943,8,6,6,0,1,6677,615,60,7.8,0,0,2,5.93,1,18.63,0
27.357129750288582,80.66818071986883,14,2,9,3,2,2463,94,60,5.3,2,1,2,3.86,2,42.13,0
28.092477573717165,81.60287015068182,15,6,9,2,1,1335,51,60,7.1,2,2,0,8.89,2,1.08,0
29.79803176359692,87.77787435288498,10,3,3,0,1,2548,24,50,7.2,3,2,0,2.76,2,16.13,1
28.3165477269954,82.34494797486713,22,6,7,3,2,325,75,40,5.4,3,2,0,11.45,2,3.38,0
28.135469853658243,83.02874838066029,16,0,2,0,3,6448,66,60,8.0,1,2,0,8.74,4,18.46,0
26.46650243719333,80.3513711822542,3,2,4,1,3,4241,292,40,7.9,2,3,0,1.59,4,3.68,0
27.367435769567912,83.18538252561112,12,3,4,1,2,8103,22,60,4.9,0,2,0,20.08,1,21.08,1
29.177369482724245,83.43744001609724,19,0,7,2,0,7311,337,50,5.5,0,0,2,4.7,1,3.3,1
27.280635969121928,82.15393691751653,14,5,5,1,0,579,91,80,3.7,0,3,0,0.58,2,22.37,1
30.16842685721681,80.84176947391386,9,2,6,1,3,8730,324,60,8.0,0,0,0,4.64,0,1.52,0
28.832441881679895,87.84981055303449,2,6,4,1,2,2437,217,30,9.5,0,3,0,3.33,3,22.85,1
28.366130051606746,82.07545855759818,4,6,11,3,3,3752,85,40,4.4,2,3,1,0.78,2,15.37,1
27.119123676900614,80.08739200646083,16,3,3,0,1,1761,78,50,7.4,3,2,0,1.12,2,29.8,0
30.41236293799482,80.52478468079053,3,3,3,3,1,7969,109,50,5.4,0,2,0,8.32,2,18.45,1
28.317452401016425,85.65136865503366,20,1,9,3,2,5687,128,80,5.0,0,3,0,2.07,1,1.89,1
29.49058891042974,86.72102203345155,4,6,7,3,2,515,419,100,7.9,0,1,0,3.78,0,2.14,1
26.731213298376225,84.19637800011074,11,6,2,2,3,898,49,30,8.3,2,0,1,5.67,1,46.29,0
27.84900545658003,81.2810718821217,12,1,7,3,1,5800,72,80,7.8,1,2,2,7.92,1,21.03,0
29.947715729160294,82.42857507988239,10,4,1,1,2,1064,58,30,3.9,3,0,3,18.92,2,9.25,0
26.710379817171706,84.22635230719624,20,1,1,1,0,8348,548,50,9.0,3,3,0,10.75,1,0.94,0
29.373123526866667,82.97334113893844,19,6,1,0,3,939,56,60,7.9,0,3,3,4.23,1,6.18,0
30.34429605130496,82.06834573458953,17,1,9,0,0,5299,147,60,8.1,2,2,0,11.42,1,12.82,1
28.90459019743212,85.00253245464245,0,1,8,0,2,254,91,50,8.7,2,0,2,8.27,2,33.32,1
28.801155328858023,88.05585248263152,5,2,8,1,1,3986,146,100,8.2,2,2,0,2.02,3,5.09,0
29.58994644485339,85.81099893636855,5,6,3,3,1,8497,255,50,6.2,1,1,0,10.3,0,58.18,1
28.552827272091836,85.39921564942074,12,1,1,0,3,4336,84,50,8.0,1,1,3,8.59,3,10.88,0
27.807420011587848,82.32233172387008,16,1,8,3,1,250,46,60,4.5,0,3,3,9.35,0,4.87,0
28.693342967011343,80.06909726478187,23,3,5,3,2,3213,90,50,9.0,0,2,3,8.48,4,7.99,1
26.89610999638896,82.00882768631756,0,6,8,1,2,996,52,40,4.7,2,3,0,1.31,2,15.94,0
29.101317440561886,87.71360281618988,11,2,3,2,0,4707,555,40,4.2,0,3,0,8.07,1,11.31,1
26.529198211574755,84.57197752807745,4,0,3,3,0,9570,137,100,4.7,0,2,2,6.65,2,20.42,0
29.59602036724044,82.37666532191074,22,6,10,0,0,7213,225,60,5.5,1,3,0,2.28,0,3.49,1
27.24382235643535,84.65566850570153,10,0,10,2,2,7099,357,30,3.5,0,3,0,3.16,3,21.05,0
27.29363276096687,86.32075915109712,13,1,1,2,3,7284,396,50,8.5,2,3,2,4.67,2,3.28,0
29.75826842037611,87.1005650711008,22,2,4,3,2,732,304,30,8.8,3,0,0,8.81,4,1.23,1
29.646222101190986,83.63616710153431,16,4,10,1,2,4386,881,60,4.2,0,3,2,0.86,2,8.81,0
29.035350413737667,80.28905863530665,23,3,6,3,2,553,136,40,5.9,3,0,3,1.66,2,0.7,0
26.52500564902528,80.75214363174435,14,4,2,1,3,7985,854,40,5.1,3,2,0,6.79,2,17.18,1
28.874113910937655,84.92514013350308,13,1,7,2,1,4791,184,50,6.4,2,0,0,2.26,2,10.83,1
29.348124103491852,82.21698536710298,15,6,5,3,0,2426,205,40,5.2,1,3,0,9.44,1,26.82,0
28.340694197099257,83.78598689735433,14,5,8,2,0,1758,64,60,5.6,0,2,0,6.81,2,24.65,1
28.764818891928435,80.82353370262051,1,3,8,1,2,4800,49,40,9.6,1,0,0,7.42,0,2.38,1
29.027573505774935,88.17788493020126,4,6,8,1,1,3553,110,60,7.3,2,0,0,5.41,1,2.87,1
27.861532009689643,82.06688857534976,9,4,6,1,3,3072,1050,60,3.6,1,1,1,6.23,0,5.96,1
27.569968278844165,80.06280839625126,15,0,5,2,2,1356,159,50,4.5,2,3,3,6.76,1,10.59,0
28.687100823356378,84.81794038400227,22,4,1,2,0,894,75,100,5.5,0,3,0,2.68,1,2.6,0
26.392739768332742,82.60137209355331,10,1,11,1,1,3651,232,60,4.3,2,1,0,12.54,0,132.31,0
28.63308869858742,86.59388834770098,6,4,3,2,1,5310,966,50,9.8,3,2,0,3.18,2,0.47,0
26.375658139803267,84.90984186977116,18,4,6,1,2,7326,298,60,6.0,2,2,0,9.24,3,7.99,0
28.777044716581813,80.25689582295878,19,2,8,0,1,3000,26,50,6.8,2,1,0,5.26,2,9.19,1
26.456272960032702,80.57184719029262,18,2,4,2,1,1411,165,40,10.0,0,3,0,15.13,0,1.09,0
28.435578173480884,82.28778836755102,14,3,9,3,2,8597,187,80,5.8,0,3,3,3.18,1,0.58,0
29.912385276584676,84.74106255287975,20,6,11,1,2,7420,31,30,6.2,0,0,3,13.41,3,8.6,1
28.264771815290164,82.32084955149794,7,3,1,1,0,4754,63,80,5.7,3,2,3,10.57,1,1.56,0
30.429853092475362,84.37900672975245,5,6,3,1,2,6376,71,50,10.0,1,2,2,8.16,3,24.0,1
28.780594351661705,88.13834350787576,19,5,3,1,2,1019,126,30,8.8,2,0,0,2.17,0,0.96,0
28.061446123816566,83.10391417577999,22,1,9,3,2,9251,44,60,10.0,2,1,0,6.68,1,14.77,0
29.64855625124106,86.06350591697476,16,0,12,2,1,7657,193,50,4.0,1,2,0,2.19,1,6.69,0
28.418167866302824,85.34402680478553,10,3,4,2,3,7915,52,80,4.4,2,1,0,6.15,1,15.58,1
27.588303297691517,80.5932550887711,23,4,1,1,2,8385,228,60,8.6,1,3,1,1.19,3,0.23,1
28.24309449691351,86.39069675816982,21,6,8,2,2,6067,143,40,7.7,0,1,2,0.11,1,38.83,0
28.14357656896561,80.31013584173678,21,5,1,0,3,9033,36,50,4.6,1,1,2,11.81,0,2.2,1
28.299024943960063,87.91059668720398,7,3,4,1,0,3007,50,40,6.0,0,3,1,6.97,1,7.42,0
